city,state_id,lat,lng,population,density,city_with_state
Sinclairville,NY,42.2653,-79.259,595,141.5,"Sinclairville, NY"
Wade,NC,35.1635,-78.737,595,131.9,"Wade, NC"
Finley,TN,36.0357,-89.4799,595,176.1,"Finley, TN"
Elfin Forest,CA,33.0812,-117.1775,595,113.5,"Elfin Forest, CA"
Polkville,MS,32.1909,-89.696,594,13.4,"Polkville, MS"
Agra,OK,35.895,-96.8703,594,583.1,"Agra, OK"
San Miguel,NM,32.1535,-106.7269,594,100.1,"San Miguel, NM"
Hackneyville,AL,33.0567,-85.9312,594,25.6,"Hackneyville, AL"
Washburn,MO,36.5887,-93.9655,594,254.7,"Washburn, MO"
Merrimac,WI,43.3741,-89.6272,594,278.8,"Merrimac, WI"
Cumming,IA,41.4876,-93.7595,594,90.5,"Cumming, IA"
Pleasant Hill,LA,31.8154,-93.5164,594,142.0,"Pleasant Hill, LA"
Canton,KS,38.3857,-97.4303,594,461.5,"Canton, KS"
Lee Vining,CA,37.9546,-119.1221,594,44.1,"Lee Vining, CA"
Tamaroa,IL,38.1364,-89.2293,594,239.5,"Tamaroa, IL"
Ellendale,MN,43.8727,-93.2993,594,275.0,"Ellendale, MN"
El Rancho Vela,TX,26.4038,-98.7691,594,383.6,"El Rancho Vela, TX"
Christiansburg,OH,40.0568,-84.0255,594,405.2,"Christiansburg, OH"
Washburn,IA,42.4111,-92.2685,594,185.5,"Washburn, IA"
Gresham,WI,44.8478,-88.7856,593,200.6,"Gresham, WI"
Cedar Vale,KS,37.1061,-96.5018,593,303.7,"Cedar Vale, KS"
Albion,IA,42.1125,-92.9886,593,379.7,"Albion, IA"
Plum City,WI,44.6338,-92.1918,593,219.8,"Plum City, WI"
Big Sandy,TN,36.2327,-88.085,593,364.7,"Big Sandy, TN"
Nisqually Indian Community,WA,47.0164,-122.6725,593,75.0,"Nisqually Indian Community, WA"
Grand Ridge,IL,41.2361,-88.831,593,496.0,"Grand Ridge, IL"
Union Valley,TX,32.9351,-96.2441,593,93.1,"Union Valley, TX"
Lily Lake,WI,42.5629,-88.213,593,359.8,"Lily Lake, WI"
Lanesboro,PA,41.9624,-75.5826,593,87.5,"Lanesboro, PA"
Trout Valley,IL,42.1978,-88.2538,593,535.6,"Trout Valley, IL"
Kanopolis,KS,38.7081,-98.1581,592,194.0,"Kanopolis, KS"
Bainbridge,IN,39.7615,-86.8112,592,570.6,"Bainbridge, IN"
Kress,TX,34.3658,-101.7484,592,410.7,"Kress, TX"
Alapaha,GA,31.3832,-83.2237,592,222.5,"Alapaha, GA"
Clearview,WV,40.1399,-80.6898,592,565.1,"Clearview, WV"
Moravia,IA,40.8918,-92.8187,592,194.4,"Moravia, IA"
Haysi,VA,37.2151,-82.2931,592,62.5,"Haysi, VA"
Stockton Bend,TX,32.475,-97.7611,592,363.4,"Stockton Bend, TX"
Bristol,TX,32.455,-96.5672,591,39.4,"Bristol, TX"
Everton,IN,39.5628,-85.0897,591,243.7,"Everton, IN"
Shoreham,NY,40.957,-72.9071,591,502.6,"Shoreham, NY"
Bismarck,IL,40.2594,-87.6112,591,306.9,"Bismarck, IL"
Groveland,CA,37.8325,-120.2392,591,23.8,"Groveland, CA"
Poplar,WI,46.5828,-91.7836,591,19.2,"Poplar, WI"
RodrÃ­guez Hevia,PR,18.202,-66.1824,591,373.1,"RodrÃ­guez Hevia, PR"
Hampton,MN,44.6085,-93.0025,591,185.4,"Hampton, MN"
Muir,MI,42.9973,-84.9359,591,320.5,"Muir, MI"
Elma,IA,43.2457,-92.4387,591,186.0,"Elma, IA"
Bay Port,MI,43.8375,-83.374,591,68.2,"Bay Port, MI"
East Freedom,PA,40.3552,-78.4305,591,461.0,"East Freedom, PA"
Lake of the Woods,IN,41.4241,-86.2289,590,329.5,"Lake of the Woods, IN"
Minford,OH,38.8618,-82.8552,590,130.7,"Minford, OH"
Jasper,MN,43.8491,-96.3999,590,223.5,"Jasper, MN"
Round Rock,AZ,36.5044,-109.4616,590,16.0,"Round Rock, AZ"
La Liga,PR,18.2894,-66.0508,590,704.8,"La Liga, PR"
Wampsville,NY,43.0772,-75.7097,590,222.4,"Wampsville, NY"
Mead,NE,41.2138,-96.4825,590,374.2,"Mead, NE"
Hooven,OH,39.1864,-84.7632,590,88.5,"Hooven, OH"
San Ygnacio,TX,27.048,-99.4321,590,149.6,"San Ygnacio, TX"
Au Sable Forks,NY,44.4507,-73.6738,590,91.9,"Au Sable Forks, NY"
Cerrillos Hoyos,PR,18.0656,-66.5687,590,489.7,"Cerrillos Hoyos, PR"
Wilkerson,CA,37.2794,-118.3877,590,39.8,"Wilkerson, CA"
Kwigillingok,AK,59.8767,-163.1715,589,9.6,"Kwigillingok, AK"
Cowen,WV,38.411,-80.5542,589,361.4,"Cowen, WV"
Laura,OH,39.9952,-84.4083,589,310.1,"Laura, OH"
Crawfordville,GA,33.5545,-82.8966,589,73.0,"Crawfordville, GA"
Pleasant Hill,TN,35.9767,-85.1996,589,139.5,"Pleasant Hill, TN"
Canova,NM,36.1649,-105.9857,589,269.1,"Canova, NM"
Huntington,VT,44.3274,-72.9892,589,276.5,"Huntington, VT"
Emmet,AR,33.7227,-93.4658,588,157.5,"Emmet, AR"
Simla,CO,39.1408,-104.0824,588,368.4,"Simla, CO"
Lakeside,OH,41.5407,-82.7534,588,329.9,"Lakeside, OH"
Olanta,SC,33.9357,-79.932,588,228.2,"Olanta, SC"
Laurel,IN,39.5017,-85.1877,588,461.7,"Laurel, IN"
Fairview Crossroads,SC,33.7577,-81.3621,588,39.8,"Fairview Crossroads, SC"
Fincastle,KY,38.3081,-85.5415,588,2193.9,"Fincastle, KY"
North Rose,NY,43.1872,-76.8863,588,134.3,"North Rose, NY"
Cactus Forest,AZ,32.9578,-111.317,588,83.1,"Cactus Forest, AZ"
Morven,GA,30.9434,-83.5003,587,131.4,"Morven, GA"
Mackay,ID,43.912,-113.6128,587,261.7,"Mackay, ID"
Forman,ND,46.104,-97.6369,587,291.0,"Forman, ND"
Port Deposit,MD,39.6111,-76.098,587,100.2,"Port Deposit, MD"
Vienna,LA,32.6093,-92.6481,587,65.4,"Vienna, LA"
Allenport,PA,40.3686,-77.8707,587,233.7,"Allenport, PA"
Kewanna,IN,41.0194,-86.4125,587,413.7,"Kewanna, IN"
Montfort,WI,42.9697,-90.4331,587,421.2,"Montfort, WI"
Santa Maria,TX,26.0767,-97.8465,587,878.8,"Santa Maria, TX"
Petersburg,KY,39.0531,-84.8573,587,36.1,"Petersburg, KY"
Deer Creek,IL,40.6293,-89.3313,586,423.1,"Deer Creek, IL"
Hartford City,WV,38.9978,-81.9905,586,182.9,"Hartford City, WV"
Garfield,WA,47.0103,-117.1395,586,240.6,"Garfield, WA"
Stanton,TN,35.4613,-89.4012,586,438.4,"Stanton, TN"
Mimbres,NM,32.8398,-107.9606,586,64.9,"Mimbres, NM"
Onida,SD,44.7049,-100.0675,586,336.6,"Onida, SD"
Waynesville,GA,31.2263,-81.788,586,246.5,"Waynesville, GA"
Colesburg,IA,42.6388,-91.2011,586,354.1,"Colesburg, IA"
Brimhall Nizhoni,NM,35.7785,-108.6322,585,13.9,"Brimhall Nizhoni, NM"
Laurelville,OH,39.472,-82.7374,585,810.5,"Laurelville, OH"
Pangburn,AR,35.4261,-91.8394,585,414.5,"Pangburn, AR"
Malverne Park Oaks,NY,40.6816,-73.6645,585,2092.4,"Malverne Park Oaks, NY"
Carlock,IL,40.5835,-89.1288,585,571.6,"Carlock, IL"
Roxton,TX,33.5453,-95.7248,585,261.7,"Roxton, TX"
Boothville,LA,29.333,-89.4053,585,105.1,"Boothville, LA"
Wainscott,NY,40.9592,-72.2508,585,33.5,"Wainscott, NY"
New Germany,MN,44.8861,-93.973,585,227.1,"New Germany, MN"
Inglewood,NE,41.416,-96.5025,585,331.9,"Inglewood, NE"
Hudson,IN,41.5318,-85.084,585,324.6,"Hudson, IN"
Juliaetta,ID,46.574,-116.7096,585,323.7,"Juliaetta, ID"
Murray Hill,KY,38.2905,-85.5872,585,1886.4,"Murray Hill, KY"
Valley Bend,WV,38.7694,-79.928,585,160.5,"Valley Bend, WV"
Centenary,SC,34.0258,-79.3524,585,239.1,"Centenary, SC"
West Decatur,PA,40.929,-78.2827,585,161.3,"West Decatur, PA"
Cedar Rapids,NE,41.5589,-98.1493,585,160.4,"Cedar Rapids, NE"
Rowlesburg,WV,39.3483,-79.6764,585,223.5,"Rowlesburg, WV"
Shindler,SD,43.4676,-96.6354,585,150.4,"Shindler, SD"
Chillicothe,TX,34.256,-99.5144,585,221.3,"Chillicothe, TX"
Curlew Lake,WA,48.7311,-118.6663,585,51.9,"Curlew Lake, WA"
North Troy,VT,44.9963,-72.4038,584,120.3,"North Troy, VT"
Harmony,NC,35.959,-80.7735,584,166.2,"Harmony, NC"
South Mansfield,LA,32.0181,-93.7237,584,331.9,"South Mansfield, LA"
Monterey Park,NM,34.7511,-106.653,584,85.3,"Monterey Park, NM"
Galena,MO,36.8054,-93.471,584,302.3,"Galena, MO"
Gilman,IA,41.8789,-92.7881,584,420.9,"Gilman, IA"
Lattimer,PA,40.9929,-75.9607,584,451.5,"Lattimer, PA"
Winona,TX,32.4928,-95.173,584,146.4,"Winona, TX"
Coleridge,NE,42.5065,-97.2029,584,441.0,"Coleridge, NE"
Dayton,PA,40.8812,-79.2411,584,434.0,"Dayton, PA"
Moose Creek,AK,64.714,-147.1639,584,146.3,"Moose Creek, AK"
New Goshen,IN,39.583,-87.4646,583,474.1,"New Goshen, IN"
Byromville,GA,32.2017,-83.9072,583,377.3,"Byromville, GA"
Warwick,GA,31.8298,-83.9206,583,277.2,"Warwick, GA"
Townsend,TN,35.6763,-83.7529,583,113.0,"Townsend, TN"
Merrillan,WI,44.4488,-90.834,583,177.7,"Merrillan, WI"
Lawrenceville,PA,41.9959,-77.1304,583,366.3,"Lawrenceville, PA"
Paxton,FL,30.9746,-86.3099,583,60.5,"Paxton, FL"
Foyil,OK,36.4306,-95.5219,583,271.9,"Foyil, OK"
Park Crest,PA,40.8192,-76.0614,583,287.1,"Park Crest, PA"
Ailey,GA,32.1882,-82.5698,583,104.3,"Ailey, GA"
Carlisle Barracks,PA,40.2101,-77.173,583,1344.6,"Carlisle Barracks, PA"
Benton,IN,41.5092,-85.7611,582,235.5,"Benton, IN"
Institute,WV,38.3797,-81.7662,582,706.4,"Institute, WV"
Custer City,OK,35.6638,-98.8869,582,369.9,"Custer City, OK"
Lafayette,VA,37.233,-80.2051,582,352.6,"Lafayette, VA"
Winside,NE,42.1773,-97.1751,582,362.9,"Winside, NE"
Woolrich,PA,41.1865,-77.3738,582,189.5,"Woolrich, PA"
Rowe,NM,35.4922,-105.6715,582,36.8,"Rowe, NM"
Napaskiak,AK,60.7018,-161.7616,582,77.5,"Napaskiak, AK"
Fort Garland,CO,37.4279,-105.4351,582,408.8,"Fort Garland, CO"
Rome,WI,42.9823,-88.6389,582,60.6,"Rome, WI"
Enfield,IL,38.1008,-88.3382,582,222.3,"Enfield, IL"
Mount Savage,MD,39.6966,-78.8768,582,234.5,"Mount Savage, MD"
Bonneau,SC,33.3081,-79.9573,582,74.3,"Bonneau, SC"
Van Buren,OH,41.1387,-83.6494,581,423.5,"Van Buren, OH"
Porter,OK,35.8684,-95.5159,581,131.1,"Porter, OK"
Brazos Country,TX,29.7541,-96.0416,581,114.9,"Brazos Country, TX"
Flagler,CO,39.2948,-103.0758,581,163.8,"Flagler, CO"
Bolton,NC,34.3174,-78.3976,581,62.3,"Bolton, NC"
Sugar Grove,PA,41.9837,-79.3395,581,200.1,"Sugar Grove, PA"
Truro,IA,41.2098,-93.8467,581,227.6,"Truro, IA"
Summertown,TN,35.4344,-87.3084,581,111.6,"Summertown, TN"
Alta,WY,43.7737,-111.0312,581,26.9,"Alta, WY"
Felton,PA,39.857,-76.5611,580,355.6,"Felton, PA"
Max Meadows,VA,36.9798,-80.9678,580,48.8,"Max Meadows, VA"
Trinity Village,CA,40.8789,-123.5132,580,55.8,"Trinity Village, CA"
Coalville,IA,42.4407,-94.1192,580,102.6,"Coalville, IA"
Natural Steps,AR,34.8668,-92.4881,580,81.1,"Natural Steps, AR"
Gurley,AL,34.7072,-86.3768,580,60.9,"Gurley, AL"
Dillwyn,VA,37.5411,-78.4613,580,347.5,"Dillwyn, VA"
Troy,IN,38.0018,-86.7991,579,197.4,"Troy, IN"
Denver,IN,40.8647,-86.0772,579,499.0,"Denver, IN"
New Boston,IL,41.1698,-90.9998,579,237.6,"New Boston, IL"
Whitsett,NC,36.0784,-79.5721,579,86.6,"Whitsett, NC"
Doyle,TN,35.8553,-85.512,579,180.9,"Doyle, TN"
Epes,AL,32.6906,-88.1405,579,33.9,"Epes, AL"
Wakefield,PA,39.7766,-76.1804,579,131.2,"Wakefield, PA"
Green Spring,KY,38.3163,-85.6137,579,741.5,"Green Spring, KY"
Higbee,MO,39.3059,-92.5132,579,564.2,"Higbee, MO"
Martensdale,IA,41.3737,-93.7388,579,354.0,"Martensdale, IA"
Buffalo Gap,TX,32.2834,-99.8341,579,91.9,"Buffalo Gap, TX"
Yarnell,AZ,34.2282,-112.7631,579,25.2,"Yarnell, AZ"
Wright City,OK,34.0649,-95.0074,579,252.5,"Wright City, OK"
Lake Village,IN,41.1308,-87.439,579,56.7,"Lake Village, IN"
Iberia,MO,38.0887,-92.2961,579,253.7,"Iberia, MO"
Brooten,MN,45.5001,-95.1157,578,140.6,"Brooten, MN"
Beverly Shores,IN,41.685,-86.9804,578,62.3,"Beverly Shores, IN"
Chireno,TX,31.4989,-94.3459,578,119.1,"Chireno, TX"
Hookerton,NC,35.4228,-77.5893,578,414.0,"Hookerton, NC"
Kent Narrows,MD,38.9703,-76.2384,578,237.1,"Kent Narrows, MD"
Picture Rocks,PA,41.2804,-76.7079,578,229.0,"Picture Rocks, PA"
Jefferson,PA,39.8156,-76.841,578,368.1,"Jefferson, PA"
Middle Amana,IA,41.7948,-91.9015,578,229.6,"Middle Amana, IA"
Olive Branch,IL,37.1757,-89.3525,578,23.6,"Olive Branch, IL"
Alma Center,WI,44.437,-90.9128,577,222.3,"Alma Center, WI"
Ocheyedan,IA,43.4182,-95.5366,577,196.8,"Ocheyedan, IA"
Paxton,NE,41.1235,-101.3522,577,215.9,"Paxton, NE"
Friendship,OH,38.698,-83.1005,577,190.3,"Friendship, OH"
Lakeville,NY,42.8367,-77.703,577,333.8,"Lakeville, NY"
Hamler,OH,41.2281,-84.0355,577,269.8,"Hamler, OH"
Cedro,NM,35.018,-106.3508,577,41.3,"Cedro, NM"
Clark,PA,41.2831,-80.4088,577,74.0,"Clark, PA"
Caroga Lake,NY,43.1352,-74.481,577,89.1,"Caroga Lake, NY"
Fort White,FL,29.9224,-82.7135,576,92.1,"Fort White, FL"
Cankton,LA,30.3455,-92.113,576,109.1,"Cankton, LA"
Valier,MT,48.3056,-112.2522,576,257.0,"Valier, MT"
Ansley,NE,41.2863,-99.3825,576,309.8,"Ansley, NE"
Port Gibson,NY,43.0334,-77.1569,576,179.6,"Port Gibson, NY"
Silverton,ID,47.4958,-115.9604,576,489.5,"Silverton, ID"
Argyle,IL,42.3548,-88.9392,576,253.6,"Argyle, IL"
Atlanta,MI,45.0012,-84.1513,576,61.6,"Atlanta, MI"
Carolina Meadows,NC,35.8597,-79.0179,576,563.8,"Carolina Meadows, NC"
Doon,IA,43.279,-96.2329,575,283.7,"Doon, IA"
Ellerslie,MD,39.7169,-78.7747,575,240.5,"Ellerslie, MD"
Henry,TN,36.2011,-88.4114,575,172.8,"Henry, TN"
Viola,WI,43.507,-90.6735,575,222.9,"Viola, WI"
Grayland,WA,46.8304,-124.0898,575,32.5,"Grayland, WA"
Epworth,GA,34.951,-84.3808,575,215.1,"Epworth, GA"
Babbie,AL,31.3022,-86.3229,575,19.4,"Babbie, AL"
Trenton,ND,48.07,-103.8429,575,212.1,"Trenton, ND"
Glenview,KY,38.3019,-85.6519,574,155.5,"Glenview, KY"
Bennington,KS,39.0334,-97.5932,574,527.1,"Bennington, KS"
Red Oak,OK,34.9515,-95.0791,574,189.4,"Red Oak, OK"
Gettysburg,OH,40.1156,-84.4964,574,505.8,"Gettysburg, OH"
Fair Play,SC,34.5077,-82.9862,574,32.7,"Fair Play, SC"
Savageville,VA,37.6825,-75.7592,574,206.8,"Savageville, VA"
Jasper,OR,43.9892,-122.91,574,83.2,"Jasper, OR"
Teachey,NC,34.7705,-78.0066,574,210.3,"Teachey, NC"
Sandersville,MS,31.7879,-89.0362,574,44.8,"Sandersville, MS"
Big Water,UT,37.0729,-111.6608,574,37.0,"Big Water, UT"
McCartys Village,NM,35.0614,-107.6634,574,69.1,"McCartys Village, NM"
New Underwood,SD,44.0987,-102.8405,574,151.9,"New Underwood, SD"
South Vienna,OH,39.9294,-83.6138,573,339.8,"South Vienna, OH"
Brandon,MN,45.9663,-95.5946,573,458.4,"Brandon, MN"
Ridgeville,IN,40.292,-85.0285,573,398.9,"Ridgeville, IN"
Morningside,NM,32.861,-104.3971,573,438.9,"Morningside, NM"
Glen Elder,KS,39.5001,-98.3066,573,507.8,"Glen Elder, KS"
Standing Pine,MS,32.6749,-89.4529,573,63.4,"Standing Pine, MS"
Argusville,ND,47.0501,-96.9431,573,55.3,"Argusville, ND"
Post Oak Bend City,TX,32.633,-96.3186,573,100.5,"Post Oak Bend City, TX"
Fort Green Springs,FL,27.5876,-81.9402,573,21.3,"Fort Green Springs, FL"
Bland,MO,38.3004,-91.6331,573,342.9,"Bland, MO"
Rose City,MI,44.4209,-84.116,573,205.5,"Rose City, MI"
Polvadera,NM,34.202,-106.9172,573,228.2,"Polvadera, NM"
Rhine,GA,31.9891,-83.2,573,70.6,"Rhine, GA"
Richburg,NY,42.0887,-78.1565,573,245.8,"Richburg, NY"
Old Forge,NY,43.706,-74.9722,573,123.9,"Old Forge, NY"
Maple Hill,KS,39.0855,-96.0278,572,704.7,"Maple Hill, KS"
Ethridge,TN,35.3218,-87.3013,572,191.6,"Ethridge, TN"
Leary,TX,33.469,-94.219,572,169.8,"Leary, TX"
Wausaukee,WI,45.378,-87.9553,572,160.5,"Wausaukee, WI"
Juniata Terrace,PA,40.5855,-77.5782,572,975.5,"Juniata Terrace, PA"
Letha,ID,43.8934,-116.6452,572,488.8,"Letha, ID"
Mountain Mesa,CA,35.6411,-118.4047,572,254.6,"Mountain Mesa, CA"
Lena,WI,44.953,-88.0476,572,207.8,"Lena, WI"
Morley,MO,37.0433,-89.6122,572,275.5,"Morley, MO"
Irwinton,GA,32.8107,-83.1737,572,70.2,"Irwinton, GA"
Kipnuk,AK,59.9373,-164.0616,572,10.9,"Kipnuk, AK"
Kaneville,IL,41.8332,-88.5216,571,387.9,"Kaneville, IL"
Langley,OK,36.4703,-95.0527,571,154.7,"Langley, OK"
Ranchos Penitas West,TX,27.6745,-99.6035,571,106.6,"Ranchos Penitas West, TX"
Scottsville,VA,37.8064,-78.4919,571,144.8,"Scottsville, VA"
Mineral City,OH,40.6018,-81.361,571,313.7,"Mineral City, OH"
Potwin,KS,37.9385,-97.0184,571,532.8,"Potwin, KS"
Botsford,CT,41.3589,-73.2671,571,271.3,"Botsford, CT"
Industry,IL,40.327,-90.6082,571,479.2,"Industry, IL"
Whitesville,KY,37.683,-86.8701,570,510.5,"Whitesville, KY"
Briny Breezes,FL,26.509,-80.0542,570,2383.5,"Briny Breezes, FL"
Scio,OH,40.399,-81.0882,570,395.2,"Scio, OH"
Keithsburg,IL,41.1004,-90.9353,570,86.0,"Keithsburg, IL"
Alexis,NC,35.3968,-81.119,570,111.4,"Alexis, NC"
Lyons Switch,OK,35.7744,-94.7053,570,17.3,"Lyons Switch, OK"
Grafton,IL,38.9764,-90.4258,570,59.3,"Grafton, IL"
Floyd,VA,36.9118,-80.3184,570,482.5,"Floyd, VA"
Seneca Gardens,KY,38.2272,-85.6773,570,1646.8,"Seneca Gardens, KY"
Matthews,MO,36.7584,-89.5688,569,112.2,"Matthews, MO"
Cascade,MT,47.2769,-111.7026,569,334.8,"Cascade, MT"
Cloverdale,MS,31.496,-91.4152,569,193.0,"Cloverdale, MS"
Lakehead,CA,40.9007,-122.3924,569,46.8,"Lakehead, CA"
Morganza,LA,30.7384,-91.592,569,182.2,"Morganza, LA"
Pearcy,AR,34.4314,-93.2886,569,142.0,"Pearcy, AR"
Three Bridges,NJ,40.5205,-74.8002,569,418.3,"Three Bridges, NJ"
Arley,AL,34.0885,-87.2075,569,58.4,"Arley, AL"
Pueblo Nuevo,TX,27.4939,-99.3099,569,377.6,"Pueblo Nuevo, TX"
Hammondsport,NY,42.4082,-77.2234,569,395.8,"Hammondsport, NY"
Woodland Mills,TN,36.4766,-89.1104,569,172.7,"Woodland Mills, TN"
Lind,WA,46.9705,-118.6165,569,198.9,"Lind, WA"
Daufuskie Island,SC,32.1181,-80.8656,569,22.4,"Daufuskie Island, SC"
Potosi,WI,42.6876,-90.7105,568,132.1,"Potosi, WI"
La Crosse,IN,41.3177,-86.8896,568,385.6,"La Crosse, IN"
Stanwood,IA,41.8927,-91.1486,568,275.6,"Stanwood, IA"
Adams,NE,40.4572,-96.5129,568,368.8,"Adams, NE"
Salado,AR,35.6954,-91.5923,568,110.8,"Salado, AR"
Woodland,AL,33.3756,-85.3974,568,140.7,"Woodland, AL"
Coward,SC,33.9721,-79.749,568,62.1,"Coward, SC"
New Market,IN,39.9527,-86.9214,568,678.4,"New Market, IN"
Union,IL,42.2316,-88.5448,568,262.2,"Union, IL"
Buffalo Lake,MN,44.7368,-94.617,568,321.5,"Buffalo Lake, MN"
New Springfield,OH,40.9183,-80.6031,568,138.8,"New Springfield, OH"
Herreid,SD,45.8378,-100.0748,568,152.9,"Herreid, SD"
New Auburn,WI,45.1988,-91.5666,568,64.1,"New Auburn, WI"
Briarcliffe Acres,SC,33.7901,-78.749,568,345.0,"Briarcliffe Acres, SC"
East Avon,NY,42.9128,-77.7073,568,167.1,"East Avon, NY"
Yonah,GA,34.6437,-83.7411,568,70.1,"Yonah, GA"
Concorde Hills,OH,39.2109,-84.3572,568,368.6,"Concorde Hills, OH"
Shishmaref,AK,66.2372,-166.1027,568,93.8,"Shishmaref, AK"
Rangeley,ME,44.9643,-70.6467,568,84.4,"Rangeley, ME"
Bull Creek,MO,36.7151,-93.202,567,836.1,"Bull Creek, MO"
Eulonia,GA,31.5254,-81.432,567,67.8,"Eulonia, GA"
Mellen,WI,46.324,-90.6605,567,116.3,"Mellen, WI"
Randolph,MS,34.181,-89.1677,567,138.2,"Randolph, MS"
Trenton,UT,41.9116,-111.9356,567,26.7,"Trenton, UT"
Rockleigh,NJ,41.0026,-73.9327,567,218.3,"Rockleigh, NJ"
Chapin,IL,39.7669,-90.4027,567,219.3,"Chapin, IL"
Carlisle,OK,35.5042,-95.0323,567,8.3,"Carlisle, OK"
Newtonville,NJ,39.5633,-74.8559,566,69.1,"Newtonville, NJ"
University Park,IA,41.2856,-92.615,566,280.8,"University Park, IA"
Annetta North,TX,32.7193,-97.6722,566,57.9,"Annetta North, TX"
Michigantown,IN,40.3281,-86.3916,566,233.8,"Michigantown, IN"
Sardis,AR,34.533,-92.4067,566,118.8,"Sardis, AR"
Havana,AR,35.1098,-93.526,566,363.6,"Havana, AR"
Taylor Corners,CT,41.4464,-73.5288,566,437.8,"Taylor Corners, CT"
Argonia,KS,37.2679,-97.7629,565,312.6,"Argonia, KS"
Bandera,TX,29.7255,-99.0741,565,191.5,"Bandera, TX"
Shiloh,GA,32.8115,-84.6989,565,99.6,"Shiloh, GA"
Cobbtown,GA,32.2806,-82.1387,565,326.2,"Cobbtown, GA"
Buffalo,KY,37.5081,-85.6992,565,184.7,"Buffalo, KY"
Kimball,SD,43.7468,-98.9569,565,63.5,"Kimball, SD"
Fort Gay,WV,38.1201,-82.595,565,264.6,"Fort Gay, WV"
La Crosse,VA,36.7014,-78.0943,565,178.4,"La Crosse, VA"
Boulder Canyon,SD,44.3971,-103.6046,565,71.3,"Boulder Canyon, SD"
Clayton,IL,40.0301,-90.958,564,246.2,"Clayton, IL"
Brushton,NY,44.8308,-74.5117,564,537.1,"Brushton, NY"
Hawk Run,PA,40.9228,-78.2042,564,271.3,"Hawk Run, PA"
Windsor Heights,WV,40.1913,-80.6649,564,200.6,"Windsor Heights, WV"
Yakutat,AK,59.567,-139.5966,564,2.2,"Yakutat, AK"
New Houlka,MS,34.0363,-89.0211,564,177.4,"New Houlka, MS"
Parkerfield,KS,37.0679,-96.9957,564,238.6,"Parkerfield, KS"
Nuiqsut,AK,70.2135,-150.9897,564,24.5,"Nuiqsut, AK"
Belleville,IN,39.6773,-86.4883,564,195.5,"Belleville, IN"
Bucoda,WA,46.7968,-122.868,564,373.8,"Bucoda, WA"
Four Lakes,WA,47.5576,-117.5818,564,70.5,"Four Lakes, WA"
Merigold,MS,33.8392,-90.7264,564,224.8,"Merigold, MS"
Radcliffe,IA,42.3177,-93.4343,564,218.5,"Radcliffe, IA"
Gilbert,SC,33.9245,-81.3928,563,80.2,"Gilbert, SC"
Gallipolis Ferry,WV,38.7745,-82.204,563,95.5,"Gallipolis Ferry, WV"
Clover,VA,36.8389,-78.7284,563,31.0,"Clover, VA"
Linden,IN,40.189,-86.9023,563,556.4,"Linden, IN"
Ridgewood,OH,39.1899,-84.4343,563,1830.8,"Ridgewood, OH"
Millry,AL,31.6256,-88.319,563,29.0,"Millry, AL"
D'Hanis,TX,29.3305,-99.2753,563,82.7,"D'Hanis, TX"
Alda,NE,40.8666,-98.468,563,384.5,"Alda, NE"
Asbury,MO,37.2729,-94.6052,562,142.7,"Asbury, MO"
Portland,ND,47.4995,-97.3693,562,260.2,"Portland, ND"
Cheriton,VA,37.2919,-75.9678,562,199.4,"Cheriton, VA"
Sunset Valley,TX,30.2258,-97.8158,562,155.5,"Sunset Valley, TX"
Glenville,MN,43.5734,-93.2809,562,206.2,"Glenville, MN"
Woodland,MN,44.9524,-93.5155,562,376.9,"Woodland, MN"
Altona,IL,41.115,-90.1648,562,231.2,"Altona, IL"
Lone Oak,TX,32.9961,-95.9406,562,195.4,"Lone Oak, TX"
West Logan,OH,39.538,-82.4286,562,1204.1,"West Logan, OH"
West Goshen,CA,36.3492,-119.4574,562,324.0,"West Goshen, CA"
Scotland,TX,33.6499,-98.4677,562,27.5,"Scotland, TX"
Wampum,PA,40.8863,-80.3393,562,220.4,"Wampum, PA"
Anmoore,WV,39.2611,-80.2862,562,205.3,"Anmoore, WV"
Delton,MI,42.4951,-85.4117,562,98.0,"Delton, MI"
White Swan,WA,46.377,-120.7382,561,81.2,"White Swan, WA"
Lacey,AR,33.4503,-91.8496,561,136.6,"Lacey, AR"
Paukaa,HI,19.7625,-155.0931,561,309.9,"Paukaa, HI"
Greens Landing,PA,41.9312,-76.5403,561,80.9,"Greens Landing, PA"
Kwethluk,AK,60.7978,-161.4147,561,21.3,"Kwethluk, AK"
Hardwood Acres,MI,44.7213,-85.8263,561,407.0,"Hardwood Acres, MI"
Lyndon,IL,41.7174,-89.924,561,286.2,"Lyndon, IL"
Central Bridge,NY,42.711,-74.3452,561,75.8,"Central Bridge, NY"
Oak Run,CA,40.6902,-122.0285,561,71.9,"Oak Run, CA"
Bethel,ME,44.4038,-70.7863,561,133.0,"Bethel, ME"
Port Vincent,LA,30.3385,-90.8424,560,126.9,"Port Vincent, LA"
Novinger,MO,40.2341,-92.7066,560,274.7,"Novinger, MO"
De Valls Bluff,AR,34.7861,-91.4608,560,198.0,"De Valls Bluff, AR"
Irondale,MO,37.8356,-90.6718,560,406.0,"Irondale, MO"
Ossipee,NC,36.1678,-79.5135,560,356.3,"Ossipee, NC"
Freeman,MO,38.6215,-94.5057,560,251.8,"Freeman, MO"
